72	165	150	71	46	62	1	17	40	8
37	152	167	105	33	34	65	3	9	14
39	135	191	58	68	22	63	3	10	11
36	162	162	58	72	19	67	0	8	11
38	141	177	61	71	19	66	0	8	11
36	160	155	60	71	20	63	0	8	11
33	159	153	63	70	20	60	0	11	11
33	159	152	63	70	20	60	0	9	11
34	155	151	63	68	18	59	0	11	11
36	134	169	58	70	18	60	3	8	11
36	106	184	72	46	37	60	3	8	12
36	101	185	74	46	38	58	3	8	11
36	100	185	73	46	38	57	3	8	11
36	99	184	73	46	38	55	3	8	11
36	97	183	75	46	38	54	3	8	11
35	98	180	75	45	38	52	3	9	10
35	97	180	75	44	38	53	3	7	10
34	96	179	76	44	38	52	3	7	10
