41	66	315	168	66	25	39	14	0	0
16	118	228	193	124	13	29	6	2	0
9	118	217	243	83	15	30	7	0	0
7	98	230	246	82	15	32	7	0	0
7	99	228	249	81	11	30	7	0	0
6	96	219	250	84	10	32	7	0	0
5	89	225	274	54	14	32	6	0	0
5	90	224	274	54	11	32	6	0	0
5	87	221	271	55	13	30	6	0	0
5	96	215	241	84	10	26	7	0	0
5	91	227	198	120	9	26	7	0	0
4	92	220	199	122	9	25	7	0	0
3	93	220	197	121	9	25	7	0	0
3	93	218	196	120	9	25	7	0	0
3	93	216	196	120	9	25	7	0	0
3	90	212	194	121	10	25	8	0	0
3	90	213	191	120	9	25	7	0	0
3	88	211	192	120	9	25	6	0	0
